MSI_DO_YOU_AGREE,"同意しますか？"
MSI_PCBANG_EVENT,"ネットカフェプレミアムサービス : 獲得経験値 %d%% 増加、デスペナルティー %d%%"
MSI_LIMIT_CHAR_DELETE,"24時間以後に使用してください。"
MSI_MER_USERAI_ON,"傭兵がユーザーのAIによって動作します。"
MSI_MER_USERAI_OFF,"傭兵が基本AIによって動作します。"
MSI_CHARACTER_NAME,"「%s」様が"
MSI_ITEM_PICKUP_PARTY,"「%s」様が「%s」を獲得しました。"
MSI_VIEW_CHAT_MSG,"会話メッセージ"
MSI_VIEW_WHISPER_MSG,"耳打ちメッセージ"
MSI_VIEW_PARTY_MSG,"パーティーメッセージ"
MSI_VIEW_GUILD_MSG,"ギルドメッセージ"
MSI_VIEW_GET_ITEM_MSG,"アイテム獲得メッセージ"
MSI_VIEW_EQUIP_MSG,"装備の装着/解除のメッセージ"
MSI_VIEW_CHANGE_STATUS_MSG,"状態変化メッセージ"
MSI_VIEW_GET_ITEM_PARTY_MSG,"PTメンバーのアイテム獲得メッセージ"
MSI_VIEW_CHANGE_STATUS_PARTY_MSG,"PTメンバーの状態変化メッセージ"
MSI_VIEW_FAIL_SKILL_MSG,"スキル使用失敗メッセージ"
MSI_VIEW_PARTY_SETUP_MSG,"パーティー設定メッセージ"
MSI_VIEW_DAMAGED_EQUIP_MSG,"アイテムの破損メッセージ"
MSI_BATTLE_CHAT_WND_OPTION,"バトルウィンドウ 表示設定"
MSI_POINT_SHOP_NHN,"[%s]'s Han Coin: %d Han Coin"
MSI_ST_CHAT,"一般メッセージ"
MSI_BT_CHAT,"バトルメッセージ"
MSI_PHONE_CONFIRM,"Mobile Authentication"
MSI_BOOK_READ,"読む"
MSI_BOOK_AUTOREAD,"自動朗読"
MSI_BOOK_KEEP,"しおり"
MSI_BOOK_PREV,"前ページ"
MSI_BOOK_NEXT,"次ページ"
MSI_BOOK_CLOSE,"閉じる"
MSI_DAMAGED_EQUIP,"「%s」が破損しました。"
MSI_DAMAGED_EQUIP_PARTY,"「%s」様の「%s」が破損しました。"
MSI_DAMAGED_WEAPON,"武器"
MSI_DAMAGED_BODY,"鎧"
MSI_NOT_ENOUGH_SKILLLEVE5_2,"スキルレベルが足りません。パーティーに入る事が出来ません。"
MSI_POINT_SHOP2,"[%s]'s Free Cash: %d Cash"
MSI_USE_FREE_POINT,"Use Free Cash: "
MSI_CASH,"Cash"
MSI_SETTLE_WEB_URL_HANGAME,"http://localhost:6900/"
MSI_BAN_GRAVITY_MEM_AGREE,"You need to accept the Privacy Policy from Gravity in order to use the service."
MSI_BAN_GAME_MEM_AGREE,"You need to accept the User Agreement in order to use the service."
MSI_BAN_HAN_VALID,"Incorrect or nonexistent ID."
MSI_BUY_RECONFIRM2,"Do you really want to purchase these items? You will spend %d Regular Cash Points and %d Free Cash Points."
MSI_NOTIFY_PLAYTIME1,"%d hour(s) has passed."
MSI_NOTIFY_PLAYTIME2,"%d hour(s) %d minute(s) has passed."
MSI_WARNING_MSG1,"Please stop playing the game, and take a break. Exp and other features will be reduced to 50%."
MSI_WARNING_MSG2,"Please stop playing the game since you'll need to rest. Exp and other features will be fixed to 0%."
MSI_QUESTWIN,"クエストリスト"
MSI_RO_SHOP,"RO SHOP"
MSI_MDUNGEON_SUBSCRIPTION_ERROR_UNKNOWN,"メモリアルダンジョン「%s」の予約に失敗しました。"
MSI_MDUNGEON_SUBSCRIPTION_ERROR_DUPLICATE,"メモリアルダンジョン「%s」の予約が予約重複により失敗しました。"
MSI_MDUNGEON_SUBSCRIPTION_ERROR_RIGHT,"メモリアルダンジョン「%s」の予約が権限問題により失敗しました。"
MSI_MDUNGEON_SUBSCRIPTION_ERROR_EXIST,"メモリアルダンジョン「%s」の予約が重複生成要請により失敗しました。"
MSI_MDUNGEON_SUBSCRIPTION_CANCEL_FAIL,"メモリアルダンジョン「%s」の予約取り消しに失敗しました。"
MSI_JOINMSG_REFUSE,"相手がパーティー加入要請拒否状態です。"
MSI_INVITE_PARTY_REFUSE,"全てのパーティー加入要請を拒否します。"
MSI_INVITE_PARTY_ACCEPT,"全てのパーティー加入要請を許可します。"
MSI_YOURITEM_EQUIP,"This item will be permanently bound to this character once it is equipped. Do you really want to equip this item?"
MSI_YOURITEM_EQUIPED,"%s is now permanently bound to this character."
MSI_BUY_TO_FREE_POINT,"You do not have enough Kafra Credit Points. Please enter whether you have free credit points."
MSI_REQ_JOIN_PARTY3,"パーティー加入要請"
MSI_VIEW_SIEGE_INFO_MSG,"攻城戦情報メッセージ"
MSI_MDUNGEON_SUBSCRIPTION_CANCEL_SUCCESS,"メモリアルダンジョン「%s」の予約が取り消しになりました。"
MSI_MDUNGEON_CREATE_FAIL,"メモリアルダンジョン「%s」の作成に失敗しました。再試行してください。"
MSI_IMPOSSIBLE_SKILL_AREA,"この場所では使用できないスキルです。"
MSI_IMPOSSIBLE_USEITEM_AREA,"この場所では使用できないアイテムです。"
MSI_MEMORIAL_DUN,"メモリアルダンジョン"
MSI_MEMORIAL_DUN_WAITING,"%s 待機中です。"
MSI_MEMORIAL_DUN_READY,"%s 作成済みです。"
MSI_MEMORIAL_DUN_IN,"%s 進行中です。"
MSI_MEMORIAL_DUN_OUT1,"制限時間内に入場しなかったため、メモリアルダンジョンが消滅しました。"
MSI_MEMORIAL_DUN_OUT2,"利用する場合は、再度申し込みを最初から行ってください。"
MSI_MEMORIAL_DUN_PRIORITY,"待機順 : ^ff0000%d^000000"
MSI_MEMORIAL_DUN_NOTIFY,"^ff0000%s^000000に、作成したダンジョンが自動的に消滅します。"
MSI_MEMORIAL_DUN_NOTIFY2,"ダンジョン制限時間 :"
MSI_MEMORIAL_DUN_CANCEL,"メモリアルダンジョン予約が取り消されました。"
MSI_MEMORIAL_DUN_LIVE_TIME_OUT,"メモリアルダンジョンが制限時間超過により消滅しました。"
MSI_MEMORIAL_DUN_ENTER_TIME_OUT,"メモリアルダンジョンが無人状態維持時間制限により消滅しました。"
MSI_MEMORIAL_DUN_DESTROY_REQUEST,"メモリアルダンジョンが消滅しました。"
MSI_MEMORIAL_DUN_ERROR,"メモリアルダンジョンにシステムエラーが発生しました。正常な進行のため再接続を行なってください。"
MSI_FR_INVALID_SLOT,"使用できないスロットです。"
MSI_FR_BASELVL,"Base Lvが15を超えました。"
MSI_FR_INVALID_JOBLV,"Job Lvが15を超えました。"
MSI_FR_JOB,"You cannot play the Merchant class character in this slot."
MSI_FR_MAP,"Not Yet Implemented"
MSI_FR_ERR_MKCHAR_INVALID_SLOT,"You are not eligible to open the Character Slot."
MSI_FR_ERR_DELCHAR_INVALID_SLOT,"This character cannot be deleted."
MSI_OPEN_EQUIPEDITEM_REFUSED,"対象の装備は非公開になっています。"
MSI_OPEN_EQUIPEDITEM_REFUSE,"装備を非公開にします。"
MSI_OPEN_EQUIPEDITEM_ACCEPT,"装備を公開します。"
MSI_REQ_VIEW_OTHERUSER,"(%s)さんの 装備閲覧"
MSI_OTHERUSER_EQUIPED_ITEM,"%sさんの装備アイテム"
MSI_OPEN_EQUIPED_ITEM,"装備公開"
MSI_NEED_PREMIUM_SERVICE,"This service is only available for premium users."
MSI_FR_INVALID_MONEY,"Free Trial users can only hold up to 50,000 zeny."
MSI_BATTLECHAT_ON,"チームチャット状態になりました。"
MSI_BATTLECHAT_OFF,"チームチャット状態が解除されました。"
MSI_MER_INFO_TYPE_MONSTER,"傭兵情報 - モンスタータイプ"
MSI_RO_MAP,"全体マップ表示"
MSI_MEMORIAL_DUN_CLOSE,"メモリアルダンジョンがCLOSE状態です。"
MSI_DELETE_MER,"^ff0000傭兵を解雇します。^000000 解雇する場合、今までの育成内容が全て削除されます。 傭兵の解雇を行いますか？"
MSI_MEMORIAL_DUN_OPEN,"メモリアルダンジョンがOPEN状態です。"
MSI_PHONE_BLOCK,"This account has not been confirmed by connecting to the safe communication key. Please connect to the key first, and then log into the game."
MSI_BAN_PC_IP_LIMIT_ACCESS,"The number of accounts connected to this IP has exceeded the limit."
MSI_QUESTGET,"クエストリストが更新されました。"
MSI_FINDTEXT_TO_SKILLDES,"^777777習得条件 :"
MSI_VIEW_SKILL_DESCRIPT,"説明表示"
MSI_APPLY_SKILL_UP,"確定したポイントは戻せません。^ff0000※下記内容を、ご確認いただいた上でOKを押してください。前提スキルが必要なスキルを習得する際、スキルポイントの使用条件を満たしている箇所まで自動で付与されます。ただし、スキルポイントの不足や下位職の未使用スキルポイントが残っているなどで付与できなくなった場合はその時点で停止いたします。^000000"
MSI_1TABNAME_SKILLWND,"ノlビス・1次職"
MSI_2TABNAME_SKILLWND,"2次・上位2次職"
MSI_RE17,"This account has been used for illegal program or hacking program. Block Time: %s"
MSI_RE18,"The possibility of exposure to illegal program, PC virus infection or Hacking Tool has been detected. Please execute licensed client. Our team is trying to make a best environment for Ro players."
MSI_WARNING_MSG3,"You are currently playing in the best game environment. Please enjoy the Ragnarok."
MSI_PLUSONLYJOBEXP,"Job教範50「使用から30分間、獲得経験値がJobのみ50％増加します。」"
MSI_PLUSEXP14532,"戦闘教範25「使用から30分間、獲得経験値がBase・Job共に25％増加します。」"
MSI_PLUSEXP14533,"戦闘教範100「使用から30分間、獲得経験値がBase・Job共に100％増加します。」"
MSI_PLUSEXP12312,"分厚い戦闘教範「使用から1時間、獲得経験値がBase・Job共に50％増加します。」"
MSI_NOPARTY,"このメンバーではパーティーを作成することができません。"
MSI_NOPARTY2,"(%s)さんはパーティーに参加できないマップにいます。"
MSI_SIMPLE_CASH_SHOP,"特選スペシャルアイテムショップ"
MSI_SIMPLE_POINT_SHOP_NHN,"Han Coin: %d Han Coin"
MSI_SIMPLE_POINT_SHOP,"貴方のShop Point : %d Point"
MSI_SIMPLE_POINT_SHOP2,"Free Cash: %d Cash"
MSI_MAIN_USER_CANONT_LOGIN_FREE_SERVER,"このゲームアカウントでは無料ワールドにログインすることができません。"
MSI_INVALID_ONETIMELIMIT,"Your password has expired. Please log in again"
MSI_3TABNAME_SKILLWND,"3次職"
MSI_USESKILL_FAIL_TOTARGET,"この機能を使うことができない対象です。"
MSI_USESKILL_FAIL_ANCILLA_NUMOVER,"アンシラの所有個数を超えてスキルを使用できません。"
MSI_USESKILL_FAIL_HOLYWATER,"聖水が必要です。"
MSI_USESKILL_FAIL_ANCILLA,"アンシラが必要です。"
MSI_USESKILL_FAIL_DUPLICATE_RANGEIN,"制限により、設置できません。"
MSI_USESKILL_FAIL_NEED_OTHER_SKILL,"このスキルを使用するためには、他のスキルが必要です。"
MSI_NO_CHATTING,"このマップではチャットできません。"
MSI_VET_3HOUR,"3時間が経過しました。"
MSI_VET_5HOUR,"5時間が経過しました。"
MSI_NPGAMEMON_ERROR_GAMEGUARD,"Game guard initialization error or previous version game guard file is installed. Please re-install the setup file and try again"
MSI_NPGMUP_ERROR_PARAM,"Either ini file is missing or altered. Install game guard setup file to fix the problem"
MSI_NPGG_ERROR_COLLISION,"正常なクライアントではありません。正常なクライアントで接続してください。"
MSI_PROOF_ERROR,"正常なクライアントではありません。正常なクライアントで接続してください。"
MSI_MOBILE_LOCKSERVER,"Please run a mobile verification"
MSI_FAILED_MOBILE_LOCKSERVER,"Verification failed"
MSI_USESKILL_FAIL_NEED_HELPER,"このスキルは一人で使用できません。"
MSI_USESKILL_FAIL_INVALID_DIR,"このスキルは特定方向のみ使用できます。"
MSI_USESKILL_FAIL_SUMMON,"これ以上、召喚できません。"
MSI_USESKILL_FAIL_SUMMON_NONE,"召喚されたエーテルが存在しません。"
MSI_USESKILL_FAIL_IMITATION_SKILL_NONE,"使用可能なクローンスキルが存在しません。"
MSI_USESKILL_FAIL_DUPLICATE,"このスキルは重複で使用できません。"
MSI_USESKILL_FAIL_CONDITION,"スキル使用が出来ない状態です。"
MSI_PICKUP_MAXCOUNT_LIMIT,"アイテム毎の最大所持量を超過し、所持できません。"
MSI_NPK_ERROR_NOTADMIN,"No administrative privileges. Must first run the program with administrator privileges."
MSI_NPK_ERROR_DRIVERVERSION,"nProtect KeyCrypt not the same. Please restart the program and the computer first."
MSI_NPK_ERROR_VERIFYVERSION,"Currently in Windows XP Compatibility Mode. The program now removes Compatibility Mode. Please restart the program."
MSI_DETECT_PS2KEYLOGGER,"PS/2 keyloggers exist."
MSI_DETECT_USBKEYLOGGER,"USB Keylogging attempt was detected."
MSI_DETECT_HHDUSBH,"HHD monitoring tool has been detected."
MSI_USESKILL_FAIL_PAINTBRUSH,"ペイントブラシが必要です。"
MSI_USESKILL_FAIL_II_SURFACE_PAINTS,"サーフェイスペイントが必要です。"
MSI_USESKILL_FAIL_POS,"指定した位置にスキルを使用することが出来ません。"
MSI_USESKILL_FAIL_HELPER_SP_INSUFFICIENT,"Insufficient SP."
MSI_BAN_OVER_CHARACTER_LIST,"Character %d is character selection window cannot connect to the game that exceeds the total. Please remove unwanted characters."
MSI_USESKILL_FAIL_II_NECK_CANDY,"のど飴が必要です。"
MSI_USESKILL_FAIL_II_MISERABLE_TEAR,"切ない涙が必要です。"
MSI_USESKILL_FAIL_II_PROTECT_NECK_CANDY,"のど飴が必要です。"
MSI_USESKILL_FAIL_GC_WEAPONBLOCKING,"ウェポンブロッキングの連携としてのみ使用可能です。"
MSI_USESKILL_FAIL_GC_POISONINGWEAPON,"ギロチンクロスの毒を塗った武器が必要です。"
MSI_USESKILL_FAIL_MADOGEAR,"魔導ギア搭乗時のみ使用可能です。"
MSI_USESKILL_FAIL_II_VULCANBULLET,"バルカンバレットが必要です。"
MSI_USESKILL_FAIL_II_FUELGAS,"魔導ギア燃料が必要です。"
MSI_USESKILL_FAIL_II_COLDSLOWERBULLET,"液体冷却弾が必要です。"
MSI_USESKILL_FAIL_CANONBALL,"キャノンボールを装填してください。"
MSI_USESKILL_FAIL_II_MADOGEAR_ACCELERATION,"加速装置を装備してください。"
MSI_USESKILL_FAIL_II_MADOGEAR_HOVERING_BOOSTER,"ホバリングブースターを装備してください。"
MSI_TOXIN,"[トキシン] 毒効果が武器に付与されました。"
MSI_PARALYZE,"[パラライズ] 毒効果が武器に付与されました。"
MSI_VENOMBLEED,"[ベナムブリード] 毒効果が武器に付与されました。"
MSI_MAGICMUSHROOM,"[マジックマッシュルーム] 毒効果が武器に付与されました。"
MSI_DEATHHURT,"[デスハート] 毒効果が武器に付与されました。"
MSI_PHYREXIA,"[パイクレシア] 毒効果が武器に付与されました。"
MSI_OBLIANCURSE,"[オブリビオンカース] 毒効果が武器に付与されました。"
MSI_RICHEND,"[リーチエンド] 毒効果が武器に付与されました。"
MSI_USESKILL_FAIL_MADOGEAR_HOVERING,"ホバリング状態のみ使用可能です。"
MSI_USESKILL_FAIL_II_MADOGEAR_SELFDESTRUCTION_DEVICE,"自爆装置を装備してください。"
MSI_USESKILL_FAIL_II_MADOGEAR_SHAPESHIFTER,"シェイプシフターを装備してください。"
MSI_USESKILL_FAIL_GUILLONTINE_POISON,"ギロチンクロスの毒が必要です。"
MSI_USESKILL_FAIL_II_MADOGEAR_COOLING_DEVICE,"冷却装置を装備してください。"
MSI_USESKILL_FAIL_II_MADOGEAR_MAGNETICFIELD_GENERATOR,"磁場フィールド発生装置を装備してください。"
MSI_USESKILL_FAIL_II_MADOGEAR_BARRIER_GENERATOR,"バリアー発生装置を装備してください。"
MSI_USESKILL_FAIL_II_MADOGEAR_OPTICALCAMOUFLAGE_GENERATOR,"光学迷彩発生装置を装備してください。"
MSI_USESKILL_FAIL_II_MADOGEAR_REPAIRKIT,"リペアキットを装備してください。"
MSI_USESKILL_FAIL_II_MONKEY_SPANNER,"モンキースパナが必要です。"
MSI_SKILLINTERVAL2,"[%s] スキル使用ができません。"
MSI_LEMIT_DELETE_LEVEL,"%dレベル以上は削除が不可能です。"
MSI_USESKILL_FAIL_MADOGEAR_RIDE,"魔導ギア搭乗時は使用できません。"
MSI_DRAGONOFF,"ドラゴンから降りる"
MSI_MADOOFF,"魔導ギアから降りる"
MSI_STORE_TABNAME_0,"消耗"
MSI_STORE_TABNAME_1,"スペシャルアイテム"
MSI_STORE_TABNAME_2,"防具"
MSI_STORE_TABNAME_3,"武器"
MSI_STORE_TABNAME_4,"矢・手裏剣・弾丸・投擲武器"
MSI_STORE_TABNAME_5,"カード"
MSI_STORE_TABNAME_6,"収集"
MSI_ERROR_HS_TIMEOUT,"クライアントの応答時間超過により、終了します。"
MSI_ERROR_DIFF_CLIENT,"Incorrect version of hack shield file. Please reinstall the client"
MSI_USESKILL_FAIL_SPELLBOOK,"魔法書が必要です。"
MSI_USESKILL_FAIL_SPELLBOOK_DIFFICULT_SLEEP,"魔法書がとても難しいため、眠くなります。"
MSI_USESKILL_FAIL_SPELLBOOK_PRESERVATION_POINT,"保存ポイントが足りません。"
MSI_USESKILL_FAIL_SPELLBOOK_READING,"これ以上は魔法書を読めません。"
MSI_USESKILL_FAIL_II_FACE_PAINTS,"フェイスペイントが必要です。"
MSI_USESKILL_FAIL_II_MAKEUP_BRUSH,"フェイスペイントブラシが必要です。"
MSI_MOBILE_TIMEOVER,"待機時間を超過しました。再度ログインしてください。"
MSI_MOBILE_ANOTHER_LOGIN,"Watch out! Same account is already logged in. Stop mobile verification and log in again after changing your password"
MSI_MOBILE_WAITING_STATE,"Watch out! Same account is waiting for mobile verification. Stop mobile verification and log in again after changing your password"
MSI_ESC_OPTIONWND,"ゲームオプション"
MSI_GRAPHIC_OPTIONWND,"グラフィック設定"
MSI_SOUND_OPTIONWND,"サウンド設定"
MSI_HOTKEYWND_NOTICE1,"変更するショートカットキーを押すか、Escキーを押して削除してください。"
MSI_HOTKEYWND_NOTICE2,"単一キーでは指定できないキーです。"
MSI_HOTKEYWND_NOTICE3,"指定できないキーです。"
MSI_HOTKEYWND_NOTICE4,"[%s]に使用されたショートカットキーと重複します。変更しますか？"
MSI_HOTKEYWND_NOTICE5,"セーブされたショートカットキーの組み合わせが初期化されます。初期化しますか？"
MSI_HOTKEYWND_TAB1,"ウィンドウ1"
MSI_HOTKEYWND_TAB2,"インターフェース"
